Mod:Item:MetaData, Localized Name
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Enchanter
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
dcs_lib:dcs_checker:0, Climate Checker
dcs_climate:dcs_repair:0, Repair Putty
dcs_climate:dcs_repair:1, Molded Abrasibe
dcs_climate:dcs_repair:2, Soap
dcs_climate:dcs_ore_stone_new:0, Red Ore
dcs_climate:dcs_ore_stone_new:1, Green Ore
dcs_climate:dcs_ore_stone_new:2, Blue Ore
dcs_climate:dcs_ore_stone_new:3, White Ore
dcs_climate:dcs_ore_stone_new:4, Black Ore
dcs_climate:dcs_ore_stone_new:5, Large Red Ore
dcs_climate:dcs_ore_stone_new:6, Large Green Ore
dcs_climate:dcs_ore_stone_new:7, Large Blue Ore
dcs_climate:dcs_ore_stone_new:8, Large White Ore
dcs_climate:dcs_ore_stone_new:9, Large Black Ore
dcs_climate:dcs_ore_stone_new:10, Red Ore (Nether)
dcs_climate:dcs_ore_stone_new:11, Large Red Ore (Nether)
dcs_climate:dcs_ore_stone_new:12, Black Ore (Nether)
dcs_climate:dcs_ore_stone_new:13, Large Black Ore (Nether)
dcs_climate:dcs_ore_stone_new:14, Sulfur Ore (Nether)
dcs_climate:dcs_layer_stone_new:0, Gypsum
dcs_climate:dcs_layer_stone_new:1, Lime
dcs_climate:dcs_layer_stone_new:2, Guano
dcs_climate:dcs_layer_stone_new:3, Niter Ore
dcs_climate:dcs_layer_stone_new:4, Sulfur Ore
dcs_climate:dcs_layer_stone_new:5, Salt Ore
dcs_climate:dcs_layer_stone_new:6, Serpentine Ore
dcs_climate:dcs_layer_stone_new:7, Travertine
dcs_climate:dcs_ore_metal_new:0, Zinc Block
dcs_climate:dcs_ore_metal_new:1, Copper Block
dcs_climate:dcs_ore_metal_new:2, Tin Block
dcs_climate:dcs_ore_metal_new:3, Lead Block
dcs_climate:dcs_ore_metal_new:4, Aluminum Block
dcs_climate:dcs_ore_metal_new:5, Nickel Block
dcs_climate:dcs_ore_metal_new:6, Silver Block
dcs_climate:dcs_ore_metal_new:7, Bismuth Block
dcs_climate:dcs_ore_metal_alloy:0, Brass Block
dcs_climate:dcs_ore_metal_alloy:1, Bronze Block
dcs_climate:dcs_ore_metal_alloy:2, Steel Block
dcs_climate:dcs_ore_metal_alloy:3, Nickel Silver Block
dcs_climate:dcs_ore_metal_alloy:4, Tool Steel Block
dcs_climate:dcs_ore_metal_alloy:5, Stainless Steel Block
dcs_climate:dcs_ore_metal_alloy:6, Magnet Block
dcs_climate:dcs_ore_metal_alloy:7, Titanium Alloy Block
dcs_climate:dcs_ore_metal_alloy:8, BSCCO Block
dcs_climate:dcs_ore_metal_alloy:9, Mangalloy Block
dcs_climate:dcs_ore_dustblock:0, Copper Dust Block
dcs_climate:dcs_ore_dustblock:1, Zinc Dust Block
dcs_climate:dcs_ore_dustblock:2, Nickel Dust Block
dcs_climate:dcs_ore_dustblock:3, Silver Dust Block
dcs_climate:dcs_ore_dustblock:4, Brass Dust Block
dcs_climate:dcs_ore_dustblock:5, Iron Dust Block
dcs_climate:dcs_ore_dustblock:6, Nickelsilver Dust Block
dcs_climate:dcs_ore_dustblock:7, Magnetite Dust Block
dcs_climate:dcs_ore_dustblock:8, Tin Dust Block
dcs_climate:dcs_ore_dustblock:9, Bronze Dust Block
dcs_climate:dcs_ore_dustblock:10, Stainless Steel Dust Block
dcs_climate:dcs_ore_dustblock:11, Gold Dust Block
dcs_climate:dcs_ore_dustblock:12, Titanium Alloy Dust Block
dcs_climate:dcs_ore_dustblock:13, Aluminium Dust Block
dcs_climate:dcs_ore_dustblock:14, Bismuth Dust Block
dcs_climate:dcs_ore_dustblock:15, BSCCO Dust Block
dcs_climate:dcs_ore_dustblock2:0, Dried Dirt
dcs_climate:dcs_ore_dustblock2:1, Crystal Dust Block
dcs_climate:dcs_ore_dustblock2:2, Tool Steel Dust Block
dcs_climate:dcs_ore_dustblock2:3, Mangalloy Dust Block
dcs_climate:dcs_ore_heatingmetal:0, Hot Steel Block
dcs_climate:dcs_ore_heatingmetal:1, Cooled Steel Block
dcs_climate:dcs_ore_heatingmetal:2, Brittle Steel Block
dcs_climate:dcs_ore_heatingmetal:3, Hot Stainless Steel Block
dcs_climate:dcs_ore_heatingmetal:4, Cooled Stainless Steel Block
dcs_climate:dcs_ore_heatingmetal:5, Brittle Stainless Steel Block
dcs_climate:dcs_ore_heatingmetal:6, Hot Titanium Alloy Block
dcs_climate:dcs_ore_heatingmetal:7, Cooled Titanium Alloy Block
dcs_climate:dcs_ore_heatingmetal:8, Brittle Titanium Alloy Block
dcs_climate:dcs_ore_heatingmetal:9, Hot Tool Steel Block
dcs_climate:dcs_ore_heatingmetal:10, Cooled Tool Steel Block
dcs_climate:dcs_ore_heatingmetal:11, Brittle Tool Steel Block
dcs_climate:dcs_ore_heatingmetal:12, Hot Mangalloy Block
dcs_climate:dcs_ore_heatingmetal:13, Cooled Mangalloy Block
dcs_climate:dcs_ore_heatingmetal:14, Brittle Mangalloy Block
dcs_climate:dcs_ore_gemblock:0, Blue Chalcedony Block
dcs_climate:dcs_ore_gemblock:1, Red Chalcedony Block
dcs_climate:dcs_ore_gemblock:2, White Chalcedony Block
dcs_climate:dcs_ore_gemblock:3, Gypsum Block
dcs_climate:dcs_ore_gemblock:4, Sapphire Block
dcs_climate:dcs_ore_gemblock:5, Rock Salt Block
dcs_climate:dcs_ore_gemblock:6, Marble Block
dcs_climate:dcs_ore_gemblock:7, Schorl Block
dcs_climate:dcs_ore_gemblock:8, Compressed Chalcedony Block
dcs_climate:dcs_ore_gemblock:9, Serpentine Block
dcs_climate:dcs_ore_gemblock:10, Peridot Block
dcs_climate:dcs_ore_gemblock:11, Almandine Block
dcs_climate:dcs_ore_gemblock:12, Bedrock Building Block
dcs_climate:dcs_device_firestand:0, Fire Stand
dcs_climate:dcs_device_chamber:0, Combustion Chamber
dcs_climate:dcs_device_shitirin:0, Shichirin
dcs_climate:dcs_device_fuelstove:0, Fluid Fuel Stove
dcs_climate:dcs_device_thermometer:0, Galileo Thermometer
dcs_climate:dcs_device_windvane:0, Wind Vane
dcs_climate:dcs_device_stevenson_screen:0, Stevenson Screen
dcs_climate:dcs_device_bellow:0, Bellow
dcs_climate:dcs_device_pail:0, Pail
dcs_climate:dcs_device_geyser_stone:0, Fumarole Block
dcs_climate:dcs_icons:0, Heat And Climate Icon
dcs_climate:dcs_icons:1, item.dcs_icons_burning.name
dcs_climate:dcs_icons:2, item.dcs_icons_freezing.name
dcs_climate:dcs_oreitem:0, Chalcopyrite
dcs_climate:dcs_oreitem:1, Cassiterite
dcs_climate:dcs_oreitem:2, Sphalerite
dcs_climate:dcs_oreitem:3, Hematite
dcs_climate:dcs_oreitem:4, Magnetite
dcs_climate:dcs_oreitem:5, Bauxite
dcs_climate:dcs_oreitem:6, Garnierite
dcs_climate:dcs_oreitem:7, Galena
dcs_climate:dcs_oreitem:8, Gold
dcs_climate:dcs_oreitem:9, Argentite
dcs_climate:dcs_oreitem:10, Rhodochrosite
dcs_climate:dcs_oreitem:11, Chromite
dcs_climate:dcs_oreitem:12, Bismuthinite
dcs_climate:dcs_oreitem:13, Rutile
dcs_climate:dcs_oreitem:14, Molybdenite
dcs_climate:dcs_ingot:0, Copper Ingot
dcs_climate:dcs_ingot:1, Zinc Ingot
dcs_climate:dcs_ingot:2, Nickel Ingot
dcs_climate:dcs_ingot:3, Silver Ingot
dcs_climate:dcs_ingot:4, Brass Ingot
dcs_climate:dcs_ingot:5, Steel Ingot
dcs_climate:dcs_ingot:6, Nickel Silver Ingot
dcs_climate:dcs_ingot:7, Magnet Ingot
dcs_climate:dcs_ingot:8, Tin Ingot
dcs_climate:dcs_ingot:9, Bronze Ingot
dcs_climate:dcs_ingot:10, Stainless Steel Ingot
dcs_climate:dcs_ingot:11, Titanium Alloy Ingot
dcs_climate:dcs_ingot:12, Aluminum Ingot
dcs_climate:dcs_ingot:13, Bismuth Ingot
dcs_climate:dcs_ingot:14, BSCCO Ingot
dcs_climate:dcs_ingot:15, Lead Ingot
dcs_climate:dcs_ingot:16, Manganese Ingot
dcs_climate:dcs_ingot:17, Tool Steel Ingot
dcs_climate:dcs_ingot:18, Mangalloy Ingot
dcs_climate:dcs_oredust:0, Copper Dust
dcs_climate:dcs_oredust:1, Zinc Dust
dcs_climate:dcs_oredust:2, Nickel Dust
dcs_climate:dcs_oredust:3, Silver Dust
dcs_climate:dcs_oredust:4, Gold Dust
dcs_climate:dcs_oredust:5, Iron Dust
dcs_climate:dcs_oredust:6, Steel Dust
dcs_climate:dcs_oredust:7, Magnetite Dust
dcs_climate:dcs_oredust:8, Tin Dust
dcs_climate:dcs_oredust:9, Chromium Dust
dcs_climate:dcs_oredust:10, Titanium Dust
dcs_climate:dcs_oredust:11, Aluminium Dust
dcs_climate:dcs_oredust:12, Bismuth Dust
dcs_climate:dcs_oredust:13, Lead Dust
dcs_climate:dcs_oredust:14, Manganese Dust
dcs_climate:dcs_oredust:15, Molybdenum Dust
dcs_climate:dcs_gem:0, Blue Chalcedony
dcs_climate:dcs_gem:1, Red Chalcedony
dcs_climate:dcs_gem:2, White Chalcedony
dcs_climate:dcs_gem:3, Gypsum
dcs_climate:dcs_gem:4, Sapphire
dcs_climate:dcs_gem:5, Malachite
dcs_climate:dcs_gem:6, Celestite
dcs_climate:dcs_gem:7, Fossil Princess
dcs_climate:dcs_gem:8, Rock Salt
dcs_climate:dcs_gem:9, Niter
dcs_climate:dcs_gem:10, Sulfur
dcs_climate:dcs_gem:11, Schorl
dcs_climate:dcs_gem:12, Serpentine
dcs_climate:dcs_gem:13, Olivine
dcs_climate:dcs_gem:14, Almandine
dcs_climate:dcs_gem:15, Rutile Quartz
dcs_climate:dcs_gem:16, Bauxite
dcs_climate:dcs_gem:17, Bismuth Crystal
dcs_climate:dcs_gem:18, Apatite
dcs_climate:dcs_gem:19, Jadeite
dcs_climate:dcs_gem:20, Moonstone
dcs_climate:dcs_gem:21, Kunzite
dcs_climate:dcs_gem:22, Black Opal
dcs_climate:dcs_gem:23, Oil Shale
dcs_climate:dcs_gem:24, Strontium Titanate
dcs_climate:dcs_miscdust:0, Coal Dust
dcs_climate:dcs_miscdust:1, Quartz Dust
dcs_climate:dcs_miscdust:2, Lime Dust
dcs_climate:dcs_miscdust:3, Wood Dust
dcs_climate:dcs_miscdust:4, Presscake
dcs_climate:dcs_miscdust:5, Ash
dcs_climate:dcs_miscdust:6, Niter Dust
dcs_climate:dcs_miscdust:7, Sulfur Dust
dcs_climate:dcs_miscdust:8, Garnet Sand
dcs_climate:dcs_miscdust:9, Apatite Dust
dcs_climate:dcs_miscdust:10, Borax
dcs_climate:dcs_miscdust:11, Chrysotile
dcs_climate:dcs_miscdust:12, Mica Dust
dcs_climate:dcs_miscdust:13, Slate Piece
dcs_climate:dcs_fooddust:0, Bran
dcs_climate:dcs_fooddust:1, Plant Dust
dcs_climate:dcs_fooddust:2, Molasses
dcs_climate:dcs_fooddust:3, Malt
dcs_climate:dcs_fooddust:4, Defatted Soy
dcs_climate:dcs_fooddust:5, Soy Pulp
dcs_climate:dcs_fooddust:6, Baking Soda
dcs_climate:dcs_spindle:0, Wooden Spindle
dcs_climate:dcs_spindle:1, Brass Spindle
dcs_climate:dcs_spindle:2, Alloy Spindle
dcs_climate:dcs_spindle:3, Steel Spindle
dcs_climate:dcs_spindle:4, Tool Steel Spindle
dcs_climate:dcs_misc:0, Linen String
dcs_climate:dcs_misc:1, Cotton String
dcs_climate:dcs_misc:2, Linen Cloth
dcs_climate:dcs_misc:3, Cotton Cloth
dcs_climate:dcs_misc:4, Chrysotile String
dcs_climate:dcs_misc:5, Chrysotile Cloth
dcs_climate:dcs_misc:6, Silk String
dcs_climate:dcs_misc:7, Silk Cloth
dcs_climate:dcs_misc:8, Magical String
dcs_climate:dcs_misc:9, Magical Cloth
dcs_climate:dcs_misc:10, Ancient Strings
dcs_climate:dcs_misc:11, Ancient Cloth
dcs_climate:dcs_pattern_paper:0, Pattern Paper (Suit)
dcs_climate:dcs_pattern_paper:1, Pattern Paper (Coat)
dcs_climate:dcs_pattern_paper:2, Pattern Paper (jacket)
dcs_climate:dcs_pattern_paper:3, Pattern Paper (Hoodie)
dcs_climate:dcs_pattern_paper:4, Pattern Paper (Shirt)
dcs_climate:dcs_pattern_paper:5, Pattern Paper (Pants)
dcs_climate:dcs_pattern_paper:6, Pattern Paper (Skirt)
dcs_climate:dcs_pattern_paper:7, Pattern Paper (Boots)
dcs_climate:dcs_pattern_paper:8, Pattern Paper (Wear)
dcs_climate:dcs_silkworm:0, Silkworm Egg Card
dcs_climate:dcs_silkworm:1, Silkworm
dcs_climate:dcs_silkworm:2, Silk Cocoon
dcs_climate:dcs_silkworm:3, Silkmoth
dcs_climate:dcs_yagen_stone, item.dcs_yagen_stone.name
dcs_climate:dcs_yagen_brass, item.dcs_yagen_brass.name
dcs_climate:dcs_handspindle, item.dcs_handspindle.name
dcs_climate:dcs_creative_drill:0, Crow's Drill
dcs_climate:dcs_thermal_scope:0, Thermal Scope
dcs_climate:dcs_entity_scope:0, Enemy Scope
dcs_climate:dcs_food_materials:0, Salt
dcs_climate:dcs_food_materials:1, Flour
dcs_climate:dcs_food_materials:2, Rice
dcs_climate:dcs_food_materials:3, Starch
dcs_climate:dcs_food_itemfood:0, Baked Apple
dcs_climate:dcs_food_itemfood:1, Boiled Egg
dcs_climate:dcs_food_itemfood:2, Jerky
dcs_climate:dcs_food_itemfood:3, Boiled Sausage
dcs_climate:dcs_food_itemfood:4, Cooked Squid
dcs_climate:dcs_food_itemfood:5, Boiled Lotus Seeds
dcs_climate:dcs_food_itemfood:6, Edamame
dcs_climate:dcs_food_itemfood:7, Cooked Prawn
dcs_climate:dcs_wrench, 真鍮のスパナ
dcs_climate:dcs_tinder:0, Tinder
dcs_climate:dcs_tinder:1, Burning Stick
dcs_climate:dcs_tinder:2, Firestarter
dcs_climate:dcs_axe_brass, 真鍮の斧
dcs_climate:dcs_axe_steel, 鋼の斧
dcs_climate:dcs_axe_silver, 銀の斧
dcs_climate:dcs_axe_nickelsilver, 洋白の斧
dcs_climate:dcs_axe_chalcedony, 玉髄の斧
dcs_climate:dcs_axe_sapphire, サファイアの斧
dcs_climate:dcs_axe_titanium, チタンの斧
dcs_climate:dcs_axe_garnet, ガーネットの斧
dcs_climate:dcs_axe_toolsteel, 工具鋼の斧
dcs_climate:dcs_axe_mangalloy, 高マンガン鋼の斧
dcs_climate:dcs_pickaxe_brass, 真鍮のツルハシ
dcs_climate:dcs_pickaxe_steel, 鋼のツルハシ
dcs_climate:dcs_pickaxe_silver, 銀のツルハシ
dcs_climate:dcs_pickaxe_nickelsilver, 洋白のツルハシ
dcs_climate:dcs_pickaxe_chalcedony, 玉髄のツルハシ
dcs_climate:dcs_pickaxe_sapphire, サファイアのツルハシ
dcs_climate:dcs_pickaxe_titanium, チタンのツルハシ
dcs_climate:dcs_pickaxe_garnet, ガーネットのツルハシ
dcs_climate:dcs_pickaxe_toolsteel, 工具鋼のツルハシ
dcs_climate:dcs_pickaxe_mangalloy, 高マンガン鋼のツルハシ
dcs_climate:dcs_spade_brass, 真鍮のシャベル
dcs_climate:dcs_spade_steel, 鋼のシャベル
dcs_climate:dcs_spade_silver, 銀のシャベル
dcs_climate:dcs_spade_nickelsilver, 洋白のシャベル
dcs_climate:dcs_spade_chalcedony, 玉髄のシャベル
dcs_climate:dcs_spade_sapphire, サファイアのシャベル
dcs_climate:dcs_spade_titanium, チタンのシャベル
dcs_climate:dcs_spade_garnet, ガーネットのシャベル
dcs_climate:dcs_spade_toolsteel, 工具鋼のシャベル
dcs_climate:dcs_spade_mangalloy, 高マンガン鋼のシャベル
dcs_climate:dcs_sword_brass, 真鍮の剣
dcs_climate:dcs_sword_steel, 鋼の剣
dcs_climate:dcs_sword_silver, 銀の剣
dcs_climate:dcs_sword_nickelsilver, 洋白の剣
dcs_climate:dcs_sword_chalcedony, 玉髄の剣
dcs_climate:dcs_sword_sapphire, サファイアの剣
dcs_climate:dcs_sword_titanium, チタンの剣
dcs_climate:dcs_sword_garnet, ガーネットの剣
dcs_climate:dcs_sword_toolsteel, 斬鉄剣
dcs_climate:dcs_scythe_brass, 真鍮の大鎌
dcs_climate:dcs_scythe_steel, 鋼の大鎌
dcs_climate:dcs_scythe_chalcedony, 玉髄の大鎌
dcs_climate:dcs_scythe_garnet, ガーネットの大鎌
dcs_climate:dcs_scythe_stone, 石の大鎌
dcs_climate:dcs_scythe_toolsteel, 工具鋼の大鎌
dcs_climate:dcs_spade_earth, 大地のシャベル
dcs_climate:dcs_rake_earth, 大地の熊手
dcs_climate:dcs_rake_toolsteel, 工具鋼の熊手
dcs_climate:dcs_shield_synthetic:0, Riot Shield
dcs_climate:dcs_shield_titanium:0, Titanium Alloy Shield
dcs_climate:dcs_handnet, タモ網
dcs_climate:dcs_crossbow, クロスボウ
dcs_climate:dcs_musket, マスケット
dcs_climate:dcs_cartridge:0, Crossbow Bolt
dcs_climate:dcs_cartridge:1, Ammo
dcs_climate:dcs_cartridge:2, Shotgun Ammo
dcs_climate:dcs_cartridge:3, Silver Bullet Ammo
dcs_climate:dcs_cartridge:4, Ghost Bullet Ammo
dcs_climate:dcs_cartridge:5, Light Bullet Ammo
dcs_climate:dcs_cartridge:6, Extinguisher Bullet Ammo
dcs_climate:dcs_cartridge:7, Decoy balloon Ammo
dcs_climate:dcs_throwing_arrow:0, Throwing Arrow
dcs_climate:dcs_met_brass, 真鍮のヘルメット
dcs_climate:dcs_met_steel, 鋼のヘルメット
dcs_climate:dcs_met_chalcedony, 玉髄のヘルメット
dcs_climate:dcs_met_sapphire, サファイアのヘルメット
dcs_climate:dcs_met_titanium, チタンのヘルメット
dcs_climate:dcs_met_silver, 銀のヘルメット
dcs_climate:dcs_plate_brass, 真鍮のメイル
dcs_climate:dcs_plate_steel, 鋼のメイル
dcs_climate:dcs_plate_chalcedony, 玉髄のチェストプレート
dcs_climate:dcs_plate_sapphire, サファイアのチェストプレート
dcs_climate:dcs_plate_titanium, チタンのボディアーマー
dcs_climate:dcs_plate_silver, 銀のチェストプレート
dcs_climate:dcs_leggins_brass, 真鍮のチェインメイル
dcs_climate:dcs_leggins_steel, 鋼のチェインメイル
dcs_climate:dcs_leggins_chalcedony, 玉髄の膝当て
dcs_climate:dcs_leggins_sapphire, サファイアの膝当て
dcs_climate:dcs_leggins_titanium, チタンのチェインメイル
dcs_climate:dcs_leggins_silver, 銀のチェインメイル
dcs_climate:dcs_boots_brass, 真鍮のブーツ
dcs_climate:dcs_boots_steel, 鋼のブーツ
dcs_climate:dcs_boots_chalcedony, 玉髄のブーツ
dcs_climate:dcs_boots_sapphire, サファイアのブーツ
dcs_climate:dcs_boots_titanium, チタンのブーツ
dcs_climate:dcs_boots_silver, 銀のブーツ
dcs_climate:dcs_leggins_linen, 麻のダブレット
dcs_climate:dcs_coat_linen, サーコート
dcs_climate:dcs_shirt_linen, Tシャツ
dcs_climate:dcs_jacket_linen, リネンジャケット
dcs_climate:dcs_pants_linen, リネンのパンツ
dcs_climate:dcs_skirt_linen, 花柄のスカート
dcs_climate:dcs_leggins_cloth, キルトのダブレット
dcs_climate:dcs_coat_trench, トレンチコート
dcs_climate:dcs_shirt_cloth, ワイシャツ
dcs_climate:dcs_jacket_cloth, テーラードジャケット
dcs_climate:dcs_hoodie_white, パーカー
dcs_climate:dcs_pants_cloth, ジーンズパンツ
dcs_climate:dcs_skirt_cloth, ボックスプリーツのスカート
dcs_climate:dcs_leggins_worker, 作業着
dcs_climate:dcs_hat_cotton, 中折れ帽
dcs_climate:dcs_leggins_suit, ウェストコート
dcs_climate:dcs_coat_black, フロックコート
dcs_climate:dcs_dress_silk, 絹のドレス
dcs_climate:dcs_cape_silk, 絹のケープ
dcs_climate:dcs_hoodie_pea, ピーコート
dcs_climate:dcs_hoodie_mods, モッズコート
dcs_climate:dcs_jacket_wool, カーディガン
dcs_climate:dcs_cape_fur, 毛皮の襟巻き
dcs_climate:dcs_wear_wool, ウールの帽子
dcs_climate:dcs_wear_fur, ファーの帽子
dcs_climate:dcs_boots_wool, ウールのブーツ
dcs_climate:dcs_leggins_track, ジャージ
dcs_climate:dcs_leggins_combatdress, 戦闘服
